dish_id,total_calories,total_mass,ingredients,split
dish_1563464670,384.175995,156.0,ingr_0000000495;ingr_0000000264;ingr_0000000031;ingr_0000000243,train
dish_1558636582,530.551025,410.0,ingr_0000000471;ingr_0000000054;ingr_0000000007;ingr_0000000077,train
dish_1558723512,15.99,39.0,ingr_0000000045,train
dish_1558381084,36.57,53.0,ingr_0000000440,train
dish_1568401018,587.709961,447.0,ingr_0000000027;ingr_0000000028;ingr_0000000029,train
dish_1560443537,237.639999,411.0,ingr_0000000013;ingr_0000000038;ingr_0000000440,train
dish_1566500988,21.33,63.0,ingr_0000000036;ingr_0000000045,train
dish_1565379868,560.774963,434.0,ingr_0000000525;ingr_0000000462;ingr_0000000189;ingr_0000000508;ingr_0000000291;ingr_0000000073;ingr_0000000312;ingr_0000000122;ingr_0000000026;ingr_0000000180;ingr_0000000152;ingr_0000000328;ingr_0000000161;ingr_0000000045;ingr_0000000029;ingr_0000000535,train
dish_1562172600,263.599976,370.0,ingr_0000000128;ingr_0000000433,test
dish_1565119439,465.412231,189.0,ingr_0000000189;ingr_0000000513;ingr_0000000525;ingr_0000000025;ingr_0000000011;ingr_0000000511;ingr_0000000133;ingr_0000000291;ingr_0000000161;ingr_0000000094,train
dish_1564775147,327.810303,151.0,ingr_0000000332;ingr_0000000515;ingr_0000000116;ingr_0000000524;ingr_0000000072;ingr_0000000133;ingr_0000000161;ingr_0000000122;ingr_0000000312;ingr_0000000471;ingr_0000000081;ingr_0000000291;ingr_0000000357;ingr_0000000520;ingr_0000000527,train
dish_1565640772,241.169998,191.0,ingr_0000000028;ingr_0000000029,train
dish_1561574783,29.626781,24.0,ingr_0000000291;ingr_0000000126;ingr_0000000201;ingr_0000000312;ingr_0000000515;ingr_0000000517;ingr_0000000189;ingr_0000000161;ingr_0000000124,test
dish_1561737271,762.381958,520.0,ingr_0000000039;ingr_0000000015;ingr_0000000038;ingr_0000000027;ingr_0000000128,train
dish_1560444985,198.937866,264.0,ingr_0000000112;ingr_0000000038;ingr_0000000073;ingr_0000000525;ingr_0000000189;ingr_0000000121;ingr_0000000192;ingr_0000000126;ingr_0000000161;ingr_0000000031;ingr_0000000122;ingr_0000000033;ingr_0000000291;ingr_0000000008,test
dish_1565640868,395.97998,406.0,ingr_0000000012;ingr_0000000029;ingr_0000000320;ingr_0000000031;ingr_0000000028,train
dish_1558114937,13.72,49.0,ingr_0000000029,train
dish_1558379182,323.736023,56.0,ingr_0000000077,train
dish_1558725226,19.75,79.0,ingr_0000000007,train
dish_1563389413,34.649998,99.0,ingr_0000000027,train
dish_1563826306,882.837463,312.0,ingr_0000000122;ingr_0000000367;ingr_0000000291;ingr_0000000257;ingr_0000000161;ingr_0000000514;ingr_0000000010;ingr_0000000392;ingr_0000000007,train
dish_1567538263,70.70092,56.0,ingr_0000000515;ingr_0000000524;ingr_0000000161;ingr_0000000520;ingr_0000000291;ingr_0000000213;ingr_0000000312;ingr_0000000122;ingr_0000000187,train
dish_1563305653,25.74,117.0,ingr_0000000046,train
dish_1565035858,375.227997,531.0,ingr_0000000471;ingr_0000000244;ingr_0000000121;ingr_0000000033;ingr_0000000007;ingr_0000000094,test
dish_1559245589,25.562342,52.0,ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train
dish_1566330399,265.190887,126.0,ingr_0000000189;ingr_0000000525;ingr_0000000513;ingr_0000000025;ingr_0000000291;ingr_0000000133;ingr_0000000511;ingr_0000000161;ingr_0000000094,train
dish_1561579673,221.304153,360.0,ingr_0000000518;ingr_0000000521;ingr_0000000046;ingr_0000000312;ingr_0000000007;ingr_0000000433;ingr_0000000122;ingr_0000000520;ingr_0000000516;ingr_0000000161;ingr_0000000335;ingr_0000000519;ingr_0000000515;ingr_0000000028;ingr_0000000133;ingr_0000000291;ingr_0000000441;ingr_0000000428;ingr_0000000341;ingr_0000000514,train
dish_1565640365,720.890137,623.0,ingr_0000000514;ingr_0000000161;ingr_0000000518;ingr_0000000291;ingr_0000000033;ingr_0000000122;ingr_0000000471;ingr_0000000244;ingr_0000000392;ingr_0000000148;ingr_0000000036,train
dish_1566333324,608.104553,476.0,ingr_0000000011;ingr_0000000511;ingr_0000000312;ingr_0000000161;ingr_0000000094;ingr_0000000007;ingr_0000000006;ingr_0000000122;ingr_0000000525;ingr_0000000028;ingr_0000000025;ingr_0000000133;ingr_0000000032;ingr_0000000033;ingr_0000000016;ingr_0000000189;ingr_0000000036;ingr_0000000448;ingr_0000000513;ingr_0000000194;ingr_0000000291,train
dish_1565378731,154.358154,207.0,ingr_0000000514;ingr_0000000045;ingr_0000000291;ingr_0000000312;ingr_0000000161,train
dish_1558628956,9.044001,14.0,ingr_0000000003,train
dish_1558116090,30.940001,91.0,ingr_0000000037,train
dish_1559841091,163.423492,166.0,ingr_0000000041;ingr_0000000510;ingr_0000000437;ingr_0000000192,train
dish_1568061145,187.053268,196.0,ingr_0000000011;ingr_0000000161;ingr_0000000021;ingr_0000000291,train
dish_1560973936,75.243256,44.0,ingr_0000000291;ingr_0000000312;ingr_0000000058;ingr_0000000515;ingr_0000000082;ingr_0000000126;ingr_0000000129;ingr_0000000161;ingr_0000000367,train
dish_1567537422,109.319298,203.0,ingr_0000000030;ingr_0000000033;ingr_0000000027;ingr_0000000161;ingr_0000000031;ingr_0000000094;ingr_0000000319;ingr_0000000037;ingr_0000000338;ingr_0000000012;ingr_0000000471,train
dish_1561579576,78.00235,267.0,ingr_0000000007;ingr_0000000161;ingr_0000000291;ingr_0000000335,train
dish_1562007817,444.121399,391.0,ingr_0000000122;ingr_0000000133;ingr_0000000377;ingr_0000000016;ingr_0000000518;ingr_0000000514;ingr_0000000152;ingr_0000000520;ingr_0000000006;ingr_0000000045;ingr_0000000312;ingr_0000000116;ingr_0000000448;ingr_0000000515;ingr_0000000462;ingr_0000000161;ingr_0000000524;ingr_0000000291,train
dish_1563827482,894.521667,621.0,ingr_0000000006;ingr_0000000122;ingr_0000000027;ingr_0000000485;ingr_0000000367;ingr_0000000161;ingr_0000000010;ingr_0000000021;ingr_0000000514;ingr_0000000291;ingr_0000000007,train
dish_1562010315,671.106934,477.0,ingr_0000000006;ingr_0000000448;ingr_0000000462;ingr_0000000312;ingr_0000000514;ingr_0000000116;ingr_0000000016;ingr_0000000045;ingr_0000000122;ingr_0000000152;ingr_0000000291;ingr_0000000524;ingr_0000000520;ingr_0000000161,train
dish_1565811061,380.320007,324.0,ingr_0000000028;ingr_0000000045;ingr_0000000036;ingr_0000000027,test
dish_1566402160,458.716125,697.0,ingr_0000000128;ingr_0000000121;ingr_0000000192;ingr_0000000037;ingr_0000000437;ingr_0000000161,train
dish_1562946106,578.963989,359.0,ingr_0000000037;ingr_0000000121;ingr_0000000039;ingr_0000000008,train
dish_1562784266,131.804001,76.0,ingr_0000000205;ingr_0000000380,train
dish_1565798617,197.705719,311.0,ingr_0000000030;ingr_0000000312;ingr_0000000029;ingr_0000000161;ingr_0000000128;ingr_0000000013;ingr_0000000094;ingr_0000000031;ingr_0000000189;ingr_0000000027;ingr_0000000291;ingr_0000000471;ingr_0000000367,train
dish_1564169254,161.75,201.0,ingr_0000000273;ingr_0000000121,train
dish_1562874282,427.879974,469.0,ingr_0000000047;ingr_0000000122;ingr_0000000527;ingr_0000000006;ingr_0000000539;ingr_0000000161;ingr_0000000312;ingr_0000000043;ingr_0000000367;ingr_0000000434;ingr_0000000524;ingr_0000000291;ingr_0000000538;ingr_0000000515;ingr_0000000049;ingr_0000000045,train
dish_1560799407,220.901733,122.0,ingr_0000000462;ingr_0000000036;ingr_0000000364;ingr_0000000026;ingr_0000000524;ingr_0000000520;ingr_0000000161;ingr_0000000473;ingr_0000000515;ingr_0000000129;ingr_0000000122;ingr_0000000045;ingr_0000000094;ingr_0000000291;ingr_0000000516;ingr_0000000485,train
dish_1558720289,20.0,80.0,ingr_0000000007,train
dish_1558373492,888.22998,325.0,ingr_0000000037;ingr_0000000077;ingr_0000000039;ingr_0000000440,train
dish_1558630737,22.25,89.0,ingr_0000000007,train
dish_1559844490,108.360001,180.0,ingr_0000000440;ingr_0000000507,test
dish_1559581333,415.946747,234.0,ingr_0000000161;ingr_0000000189;ingr_0000000004;ingr_0000000179;ingr_0000000471;ingr_0000000030;ingr_0000000367;ingr_0000000291;ingr_0000000029;ingr_0000000312;ingr_0000000094;ingr_0000000031,train
dish_1558720097,30.34,74.0,ingr_0000000045,test
dish_1563984771,582.809204,388.0,ingr_0000000029;ingr_0000000294;ingr_0000000040;ingr_0000000041;ingr_0000000510;ingr_0000000338;ingr_0000000008,train
dish_1568405499,562.269348,419.0,ingr_0000000073;ingr_0000000312;ingr_0000000189;ingr_0000000515;ingr_0000000152;ingr_0000000023;ingr_0000000526;ingr_0000000518;ingr_0000000032;ingr_0000000045;ingr_0000000291;ingr_0000000332;ingr_0000000038;ingr_0000000036;ingr_0000000031;ingr_0000000126;ingr_0000000161;ingr_0000000180;ingr_0000000029;ingr_0000000122;ingr_0000000508;ingr_0000000535,train
dish_1563216659,190.057999,173.0,ingr_0000000122;ingr_0000000471;ingr_0000000244;ingr_0000000036;ingr_0000000148;ingr_0000000514;ingr_0000000021;ingr_0000000161;ingr_0000000518;ingr_0000000291,train
dish_1558723568,179.618988,356.0,ingr_0000000037;ingr_0000000205;ingr_0000000045;ingr_0000000007;ingr_0000000054,train
dish_1561661500,374.775665,268.0,ingr_0000000122;ingr_0000000291;ingr_0000000508;ingr_0000000328;ingr_0000000031;ingr_0000000462;ingr_0000000312;ingr_0000000525;ingr_0000000026,train
dish_1558026623,29.880001,83.0,ingr_0000000112,train
dish_1564170173,79.880005,176.0,ingr_0000000033;ingr_0000000094;ingr_0000000471;ingr_0000000012,train
dish_1566851616,300.7789,248.0,ingr_0000000006;ingr_0000000027;ingr_0000000011;ingr_0000000161,test
dish_1561662190,117.318321,104.0,ingr_0000000291;ingr_0000000023;ingr_0000000029;ingr_0000000161;ingr_0000000524;ingr_0000000094;ingr_0000000520;ingr_0000000189;ingr_0000000513;ingr_0000000054,test
dish_1565030350,62.585663,62.0,ingr_0000000030;ingr_0000000029;ingr_0000000367;ingr_0000000291;ingr_0000000031;ingr_0000000094;ingr_0000000161;ingr_0000000189;ingr_0000000312;ingr_0000000471,test
dish_1560543557,87.869995,191.0,ingr_0000000032;ingr_0000000023;ingr_0000000012;ingr_0000000006,train
dish_1558724992,456.699005,79.0,ingr_0000000077,train
dish_1558373284,389.39801,113.0,ingr_0000000039,train
dish_1568405273,386.199768,288.0,ingr_0000000032;ingr_0000000332;ingr_0000000189;ingr_0000000031;ingr_0000000072;ingr_0000000126;ingr_0000000518;ingr_0000000312;ingr_0000000291;ingr_0000000023;ingr_0000000148;ingr_0000000036;ingr_0000000515;ingr_0000000526;ingr_0000000140;ingr_0000000161;ingr_0000000122;ingr_0000000306,train
dish_1563391375,84.283714,139.0,ingr_0000000523;ingr_0000000291;ingr_0000000094;ingr_0000000520;ingr_0000000161;ingr_0000000448;ingr_0000000021;ingr_0000000377;ingr_0000000049;ingr_0000000515;ingr_0000000122;ingr_0000000312;ingr_0000000541,train
dish_1562008429,94.465088,69.0,ingr_0000000448;ingr_0000000520;ingr_0000000514;ingr_0000000462;ingr_0000000045;ingr_0000000312;ingr_0000000291;ingr_0000000152;ingr_0000000031;ingr_0000000122;ingr_0000000161;ingr_0000000524;ingr_0000000116,train
dish_1562702044,44.034069,177.0,ingr_0000000161;ingr_0000000021;ingr_0000000291;ingr_0000000471;ingr_0000000007,train
dish_1561060531,162.078995,177.0,ingr_0000000525;ingr_0000000016;ingr_0000000011;ingr_0000000038,train
dish_1562774129,73.083549,77.0,ingr_0000000013;ingr_0000000338;ingr_0000000294;ingr_0000000041;ingr_0000000029;ingr_0000000040,test
dish_1560453132,142.09024,108.0,ingr_0000000126;ingr_0000000036;ingr_0000000161;ingr_0000000077;ingr_0000000045;ingr_0000000291;ingr_0000000524;ingr_0000000201;ingr_0000000189,train
dish_1565637578,197.301407,168.0,ingr_0000000038;ingr_0000000148;ingr_0000000291;ingr_0000000518;ingr_0000000161;ingr_0000000514;ingr_0000000122;ingr_0000000036;ingr_0000000471;ingr_0000000377;ingr_0000000244,train
dish_1559849466,467.613037,262.0,ingr_0000000213;ingr_0000000077,test
dish_1559149688,281.454987,181.0,ingr_0000000179,train
dish_1558373639,5.6,20.0,ingr_0000000029,train
dish_1562602832,144.182281,188.0,ingr_0000000002;ingr_0000000545;ingr_0000000543;ingr_0000000502,train
dish_1558026714,129.839996,24.0,ingr_0000000004,train
dish_1561739212,134.01001,214.0,ingr_0000000013;ingr_0000000128;ingr_0000000437,test
dish_1563565454,350.788818,322.0,ingr_0000000045;ingr_0000000471;ingr_0000000049;ingr_0000000517;ingr_0000000046;ingr_0000000514;ingr_0000000421;ingr_0000000518;ingr_0000000525;ingr_0000000520;ingr_0000000072;ingr_0000000515;ingr_0000000291;ingr_0000000082;ingr_0000000201;ingr_0000000126;ingr_0000000179;ingr_0000000205;ingr_0000000189;ingr_0000000341;ingr_0000000094;ingr_0000000034;ingr_0000000161;ingr_0000000524;ingr_0000000527;ingr_0000000133;ingr_0000000122;ingr_0000000026,test
dish_1561404956,97.600792,82.0,ingr_0000000535;ingr_0000000026;ingr_0000000189;ingr_0000000540;ingr_0000000148;ingr_0000000508;ingr_0000000306;ingr_0000000028;ingr_0000000036;ingr_0000000043;ingr_0000000072;ingr_0000000140;ingr_0000000161;ingr_0000000291;ingr_0000000122;ingr_0000000027,train
dish_1568315040,555.92041,400.0,ingr_0000000042;ingr_0000000448;ingr_0000000036;ingr_0000000023;ingr_0000000540;ingr_0000000203;ingr_0000000122;ingr_0000000511;ingr_0000000094;ingr_0000000291;ingr_0000000367;ingr_0000000520;ingr_0000000377;ingr_0000000523;ingr_0000000189;ingr_0000000332;ingr_0000000025;ingr_0000000513;ingr_0000000525;ingr_0000000046;ingr_0000000133;ingr_0000000032;ingr_0000000161,train
dish_1565379827,150.530945,235.0,ingr_0000000189;ingr_0000000508;ingr_0000000122;ingr_0000000073;ingr_0000000312;ingr_0000000029;ingr_0000000045;ingr_0000000291;ingr_0000000152;ingr_0000000535;ingr_0000000161;ingr_0000000180,train
dish_1564691420,212.347305,226.0,ingr_0000000029;ingr_0000000367;ingr_0000000030;ingr_0000000291;ingr_0000000031;ingr_0000000094;ingr_0000000161;ingr_0000000312;ingr_0000000189;ingr_0000000205;ingr_0000000043;ingr_0000000471,train
dish_1561661377,306.333679,294.0,ingr_0000000122;ingr_0000000517;ingr_0000000023;ingr_0000000043;ingr_0000000028;ingr_0000000291;ingr_0000000045;ingr_0000000006;ingr_0000000524;ingr_0000000527;ingr_0000000516;ingr_0000000521;ingr_0000000520;ingr_0000000161,test
dish_1565725095,121.720001,257.0,ingr_0000000471;ingr_0000000012;ingr_0000000045;ingr_0000000033,train
dish_1558638844,80.079994,154.0,ingr_0000000054,train
dish_1558379273,227.436005,66.0,ingr_0000000039,train
dish_1564761426,207.569,202.0,ingr_0000000128;ingr_0000000194,train
dish_1562876645,220.774597,112.0,ingr_0000000312;ingr_0000000028;ingr_0000000021;ingr_0000000036;ingr_0000000520;ingr_0000000521;ingr_0000000516;ingr_0000000122;ingr_0000000161;ingr_0000000485;ingr_0000000291;ingr_0000000524;ingr_0000000514;ingr_0000000518;ingr_0000000011,train
dish_1559233570,16.83,51.0,ingr_0000000002,test
dish_1558113941,296.890015,78.0,ingr_0000000029;ingr_0000000077,test
dish_1563900205,262.261963,301.0,ingr_0000000437;ingr_0000000027;ingr_0000000161;ingr_0000000008;ingr_0000000037,train
dish_1561580278,23.32,53.0,ingr_0000000006,train
dish_1563824065,15.51,66.0,ingr_0000000485;ingr_0000000027;ingr_0000000021,train
dish_1566316612,665.237,367.0,ingr_0000000015;ingr_0000000004;ingr_0000000189;ingr_0000000073;ingr_0000000008;ingr_0000000122;ingr_0000000033;ingr_0000000291;ingr_0000000335;ingr_0000000126;ingr_0000000031;ingr_0000000161,train
dish_1558373687,306.694,89.0,ingr_0000000039,train
dish_1562949494,68.545609,149.0,ingr_0000000525;ingr_0000000161;ingr_0000000013,train
dish_1562945499,454.508362,625.0,ingr_0000000013;ingr_0000000027;ingr_0000000545;ingr_0000000437;ingr_0000000161;ingr_0000000440;ingr_0000000543;ingr_0000000502;ingr_0000000128,train
dish_1564429843,395.729828,474.0,ingr_0000000312;ingr_0000000122;ingr_0000000520;ingr_0000000524;ingr_0000000152;ingr_0000000515;ingr_0000000007;ingr_0000000377;ingr_0000000133;ingr_0000000045;ingr_0000000161;ingr_0000000518;ingr_0000000116;ingr_0000000448;ingr_0000000514;ingr_0000000462;ingr_0000000021;ingr_0000000291,train
dish_1565728634,436.406616,418.0,ingr_0000000525;ingr_0000000513;ingr_0000000028;ingr_0000000025;ingr_0000000189;ingr_0000000514;ingr_0000000433;ingr_0000000520;ingr_0000000291;ingr_0000000011;ingr_0000000122;ingr_0000000038;ingr_0000000036;ingr_0000000021;ingr_0000000161;ingr_0000000518;ingr_0000000094;ingr_0000000524;ingr_0000000027;ingr_0000000133;ingr_0000000511,train
dish_1564685144,26.1625,50.0,ingr_0000000043;ingr_0000000161,train
dish_1565203094,898.019653,485.0,ingr_0000000516;ingr_0000000524;ingr_0000000122;ingr_0000000028;ingr_0000000380;ingr_0000000291;ingr_0000000527;ingr_0000000520;ingr_0000000517;ingr_0000000521;ingr_0000000161;ingr_0000000023,train
dish_1560368162,41.639214,178.0,ingr_0000000161;ingr_0000000471;ingr_0000000046;ingr_0000000291;ingr_0000000335,train
dish_1559233055,25.194,39.0,ingr_0000000003,train
dish_1562704528,148.903992,56.0,ingr_0000000011,train
dish_1565884692,212.159988,408.0,ingr_0000000128,train
dish_1565031283,252.680466,116.0,ingr_0000000072;ingr_0000000094;ingr_0000000161;ingr_0000000535;ingr_0000000027;ingr_0000000122;ingr_0000000203;ingr_0000000025;ingr_0000000026;ingr_0000000508;ingr_0000000291;ingr_0000000498;ingr_0000000189,train
dish_1558640593,60.32,116.0,ingr_0000000054,train
dish_1562687554,409.334595,281.0,ingr_0000000013;ingr_0000000291;ingr_0000000126;ingr_0000000031;ingr_0000000161;ingr_0000000337;ingr_0000000510;ingr_0000000189;ingr_0000000112;ingr_0000000073;ingr_0000000122;ingr_0000000033,train
dish_1561145732,19.698,67.0,ingr_0000000537,train
dish_1560539314,165.738342,158.0,ingr_0000000049;ingr_0000000377;ingr_0000000541;ingr_0000000448;ingr_0000000515;ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000523;ingr_0000000161;ingr_0000000122;ingr_0000000312,train
dish_1558639221,24.5,98.0,ingr_0000000007,train
dish_1559172356,313.103912,176.0,ingr_0000000291;ingr_0000000023;ingr_0000000515;ingr_0000000312;ingr_0000000332;ingr_0000000518;ingr_0000000161,train
dish_1558110385,52.869999,34.0,ingr_0000000179,test
dish_1562959344,5.54,44.0,ingr_0000000073;ingr_0000000031,train
dish_1563811639,217.139999,198.0,ingr_0000000002;ingr_0000000008,train
dish_1562860723,87.909996,160.0,ingr_0000000013;ingr_0000000038,train
dish_1559232986,189.349991,35.0,ingr_0000000004,train
dish_1561737176,403.182007,117.0,ingr_0000000039,train
dish_1567537280,733.018555,404.0,ingr_0000000203;ingr_0000000094;ingr_0000000072;ingr_0000000498;ingr_0000000508;ingr_0000000535;ingr_0000000045;ingr_0000000312;ingr_0000000026;ingr_0000000189;ingr_0000000161;ingr_0000000011;ingr_0000000291;ingr_0000000122;ingr_0000000027;ingr_0000000025,train
dish_1561578188,57.990978,201.0,ingr_0000000007;ingr_0000000335;ingr_0000000291;ingr_0000000161,train
dish_1562180089,851.298767,437.0,ingr_0000000221;ingr_0000000161;ingr_0000000200;ingr_0000000318;ingr_0000000028;ingr_0000000004;ingr_0000000122;ingr_0000000021;ingr_0000000291;ingr_0000000520;ingr_0000000518;ingr_0000000524,train
dish_1567022251,111.910004,254.0,ingr_0000000094;ingr_0000000471;ingr_0000000012;ingr_0000000045;ingr_0000000033,train
dish_1566850031,616.771973,662.0,ingr_0000000012;ingr_0000000045;ingr_0000000028;ingr_0000000140;ingr_0000000471;ingr_0000000094,test
dish_1566933401,27.052683,79.0,ingr_0000000525;ingr_0000000161,train
dish_1560357832,181.351425,82.0,ingr_0000000126;ingr_0000000337;ingr_0000000189;ingr_0000000031;ingr_0000000036;ingr_0000000526;ingr_0000000161;ingr_0000000291;ingr_0000000122;ingr_0000000032,train
dish_1562875870,256.946411,233.0,ingr_0000000049;ingr_0000000515;ingr_0000000538;ingr_0000000539;ingr_0000000291;ingr_0000000367;ingr_0000000045;ingr_0000000472;ingr_0000000047;ingr_0000000312;ingr_0000000161;ingr_0000000434;ingr_0000000527;ingr_0000000524;ingr_0000000122,train
dish_1562690886,20.611706,37.0,ingr_0000000027;ingr_0000000161,test
dish_1563302345,265.855438,215.0,ingr_0000000514;ingr_0000000524;ingr_0000000036;ingr_0000000046;ingr_0000000028;ingr_0000000133;ingr_0000000122;ingr_0000000291;ingr_0000000161;ingr_0000000518;ingr_0000000520,train
dish_1566923060,515.820007,248.0,ingr_0000000004;ingr_0000000008;ingr_0000000038;ingr_0000000015,train
dish_1558462036,2.99,13.0,ingr_0000000036,train
dish_1558637247,117.770996,111.0,ingr_0000000205,train
dish_1558028142,21.900002,73.0,ingr_0000000458,train
dish_1560543625,560.300903,554.0,ingr_0000000028;ingr_0000000540;ingr_0000000541;ingr_0000000023;ingr_0000000036;ingr_0000000433;ingr_0000000161;ingr_0000000094;ingr_0000000189;ingr_0000000027;ingr_0000000535;ingr_0000000043;ingr_0000000012;ingr_0000000006;ingr_0000000515;ingr_0000000312;ingr_0000000377;ingr_0000000049;ingr_0000000122;ingr_0000000448;ingr_0000000508;ingr_0000000032;ingr_0000000520;ingr_0000000026;ingr_0000000291;ingr_0000000523,train
dish_1563565323,229.530243,152.0,ingr_0000000179;ingr_0000000205;ingr_0000000421;ingr_0000000518;ingr_0000000072;ingr_0000000034;ingr_0000000291;ingr_0000000045;ingr_0000000026;ingr_0000000046;ingr_0000000341;ingr_0000000094;ingr_0000000161;ingr_0000000527;ingr_0000000122,test
dish_1558379639,385.952026,112.0,ingr_0000000039,train
dish_1559932674,58.279999,124.0,ingr_0000000058,train
dish_1559245801,60.989998,107.0,ingr_0000000013,train
dish_1562873814,106.580215,134.0,ingr_0000000471;ingr_0000000291;ingr_0000000312;ingr_0000000043;ingr_0000000189;ingr_0000000031;ingr_0000000094;ingr_0000000161;ingr_0000000029;ingr_0000000367;ingr_0000000030,train
dish_1566931620,494.579987,461.0,ingr_0000000042;ingr_0000000012;ingr_0000000029;ingr_0000000028;ingr_0000000027,train
dish_1567785223,487.712494,261.0,ingr_0000000338;ingr_0000000040;ingr_0000000039;ingr_0000000029;ingr_0000000008;ingr_0000000294;ingr_0000000041,train
dish_1561739188,97.089996,143.0,ingr_0000000013;ingr_0000000437,test
dish_1564687046,374.793854,308.0,ingr_0000000026;ingr_0000000291;ingr_0000000133;ingr_0000000161;ingr_0000000094;ingr_0000000448;ingr_0000000010;ingr_0000000043;ingr_0000000033;ingr_0000000513;ingr_0000000523;ingr_0000000072;ingr_0000000113;ingr_0000000189;ingr_0000000036;ingr_0000000049;ingr_0000000367,test
dish_1562873187,64.216751,255.0,ingr_0000000043;ingr_0000000161;ingr_0000000525,train
dish_1561491180,236.347488,217.0,ingr_0000000133;ingr_0000000049;ingr_0000000036;ingr_0000000201;ingr_0000000514;ingr_0000000161;ingr_0000000520;ingr_0000000126;ingr_0000000291;ingr_0000000524;ingr_0000000471;ingr_0000000517;ingr_0000000189;ingr_0000000073;ingr_0000000009;ingr_0000000527;ingr_0000000122,train
dish_1558725702,50.310001,117.0,ingr_0000000016,train
dish_1562789240,361.555603,154.0,ingr_0000000471;ingr_0000000524;ingr_0000000521;ingr_0000000520;ingr_0000000094;ingr_0000000291;ingr_0000000011;ingr_0000000027;ingr_0000000122;ingr_0000000462;ingr_0000000189;ingr_0000000023;ingr_0000000161;ingr_0000000133;ingr_0000000312,train
dish_1559590031,402.746216,269.0,ingr_0000000014;ingr_0000000377;ingr_0000000312;ingr_0000000036;ingr_0000000161;ingr_0000000094;ingr_0000000126;ingr_0000000531;ingr_0000000189;ingr_0000000046;ingr_0000000201;ingr_0000000072;ingr_0000000380;ingr_0000000473;ingr_0000000291;ingr_0000000054,train
dish_1563389693,500.218018,383.0,ingr_0000000045;ingr_0000000105;ingr_0000000471,train
dish_1563208412,62.400002,39.0,ingr_0000000510,test
dish_1566416388,259.869873,315.0,ingr_0000000291;ingr_0000000433;ingr_0000000161;ingr_0000000335;ingr_0000000043,train
dish_1565728388,124.973,47.0,ingr_0000000011,train
dish_1562963059,369.527283,389.0,ingr_0000000122;ingr_0000000541;ingr_0000000312;ingr_0000000049;ingr_0000000515;ingr_0000000377;ingr_0000000291;ingr_0000000471;ingr_0000000094;ingr_0000000161;ingr_0000000520;ingr_0000000433;ingr_0000000523;ingr_0000000448,train
dish_1560543729,219.529907,213.0,ingr_0000000027;ingr_0000000007;ingr_0000000122;ingr_0000000161;ingr_0000000189;ingr_0000000043;ingr_0000000036;ingr_0000000540;ingr_0000000291;ingr_0000000508;ingr_0000000535;ingr_0000000433;ingr_0000000026;ingr_0000000028,train
dish_1564588567,450.666016,312.0,ingr_0000000039;ingr_0000000008;ingr_0000000128,train
dish_1558381665,17.85,51.0,ingr_0000000027,train
dish_1560455343,53.941677,41.0,ingr_0000000045;ingr_0000000291;ingr_0000000524;ingr_0000000126;ingr_0000000161;ingr_0000000077;ingr_0000000189;ingr_0000000201;ingr_0000000036,train
dish_1565203015,663.939575,397.0,ingr_0000000524;ingr_0000000517;ingr_0000000520;ingr_0000000122;ingr_0000000028;ingr_0000000527;ingr_0000000291;ingr_0000000023;ingr_0000000161;ingr_0000000521;ingr_0000000516,train
dish_1560455380,60.97168,78.0,ingr_0000000189;ingr_0000000077;ingr_0000000161;ingr_0000000045;ingr_0000000291;ingr_0000000517;ingr_0000000201;ingr_0000000524;ingr_0000000126;ingr_0000000036,train
dish_1565721855,479.034454,450.0,ingr_0000000485;ingr_0000000529;ingr_0000000036;ingr_0000000028;ingr_0000000514;ingr_0000000291;ingr_0000000524;ingr_0000000433;ingr_0000000133;ingr_0000000122;ingr_0000000518;ingr_0000000161;ingr_0000000520,train
dish_1567020394,176.15863,265.0,ingr_0000000049;ingr_0000000312;ingr_0000000072;ingr_0000000524;ingr_0000000161;ingr_0000000527;ingr_0000000027;ingr_0000000471;ingr_0000000514;ingr_0000000517;ingr_0000000520;ingr_0000000291;ingr_0000000133;ingr_0000000122;ingr_0000000016,train
dish_1558723671,38.130001,93.0,ingr_0000000045,train
dish_1563897395,135.913651,233.0,ingr_0000000037;ingr_0000000437;ingr_0000000161;ingr_0000000027,train
dish_1561664061,303.643036,269.0,ingr_0000000525;ingr_0000000028;ingr_0000000312;ingr_0000000043;ingr_0000000462;ingr_0000000161;ingr_0000000031;ingr_0000000524;ingr_0000000291;ingr_0000000045;ingr_0000000122;ingr_0000000508;ingr_0000000527;ingr_0000000026;ingr_0000000517;ingr_0000000023;ingr_0000000328;ingr_0000000520;ingr_0000000521;ingr_0000000516,train
dish_1558379324,16.32,48.0,ingr_0000000037,train
dish_1558458584,351.181,142.0,ingr_0000000036;ingr_0000000440;ingr_0000000077,train
dish_1567024187,334.945831,235.0,ingr_0000000377;ingr_0000000092;ingr_0000000520;ingr_0000000161;ingr_0000000511;ingr_0000000291;ingr_0000000011;ingr_0000000529;ingr_0000000021;ingr_0000000155;ingr_0000000335;ingr_0000000485;ingr_0000000046;ingr_0000000433;ingr_0000000122;ingr_0000000133,train
dish_1558639012,257.436005,490.0,ingr_0000000471;ingr_0000000205;ingr_0000000007;ingr_0000000054;ingr_0000000440,train
